match_id,inning,over,ball,batsman_runs,bowler_runs,is_wicket
1112,2,6,1,1,3,0
504,2,7,1,0,0,1
1553,2,10,2,3,0,0
1213,1,12,4,1,0,0
1057,1,12,2,0,3,1
1329,1,18,5,0,6,0
719,2,12,6,0,6,0
628,1,13,1,6,6,1
1342,1,16,4,6,1,1
479,1,5,4,1,0,0
1087,1,1,1,6,3,0
267,1,8,5,0,0,1
639,1,8,3,1,4,0
1106,1,10,5,2,1,1
736,2,18,4,4,3,0
1253,2,19,3,4,0,0
108,2,13,6,4,0,0
1428,2,14,2,6,4,1
202,1,9,3,2,0,0
1395,2,4,5,1,4,0
330,2,19,4,4,4,0
416,1,11,2,1,4,0
1375,1,3,3,4,0,0
1104,1,16,2,2,1,0
953,1,19,1,6,3,0
1842,2,7,6,3,0,1
1592,2,13,4,0,0,0
1396,2,18,2,2,4,0
1409,1,18,5,0,3,0
1909,2,18,2,0,3,0
1558,2,11,5,1,2,0
1741,2,3,2,3,6,0
471,1,1,1,0,3,1
885,2,18,6,3,6,0
1859,1,13,5,1,3,1
104,2,2,1,2,4,1
699,1,12,2,0,0,1
254,2,2,3,1,0,1
1223,1,16,5,2,3,0
917,1,7,5,1,1,0
1367,1,17,3,3,0,0
1463,2,17,6,0,3,1
340,2,8,5,0,1,0
51,2,9,5,4,0,0
1137,2,15,3,6,0,0
873,2,16,6,0,0,0
63,1,11,5,2,0,1
1125,1,9,4,2,4,0
787,2,2,1,2,3,1
386,2,16,5,4,3,1
172,1,17,4,3,0,0
489,2,10,6,0,3,0
352,2,16,6,0,0,0
477,1,11,5,2,1,1
769,1,6,2,1,0,0
325,1,19,3,0,0,0
146,1,8,3,3,3,0
102,2,6,2,1,1,0
695,1,2,4,0,1,1
944,2,6,3,2,0,0
510,2,11,5,3,3,0
1923,1,18,4,0,3,0
1688,2,11,2,0,3,0
838,1,6,2,4,0,0
1820,1,19,4,3,4,0
1803,1,2,6,3,6,0
232,1,20,4,4,0,1
1412,1,12,4,0,3,1
22,1,15,6,0,6,0
1591,2,2,2,2,6,1
1526,1,11,6,0,6,1
243,1,6,4,2,1,1
997,2,19,5,1,0,1
318,2,14,3,6,2,1
329,1,17,3,4,1,0
1738,2,3,2,1,0,0
1790,2,7,1,3,4,0
428,1,12,3,3,0,0
478,2,11,2,6,2,0
699,2,19,4,0,0,0
954,2,9,6,1,3,0
1677,1,8,3,0,0,0
845,2,7,2,1,2,1
679,1,7,4,4,0,0
1654,2,10,6,2,3,0
1428,1,4,3,4,0,0
225,2,11,1,0,0,1
804,1,1,2,4,0,0
1081,1,7,2,6,4,1
1587,2,6,3,6,0,1
856,1,2,4,2,6,1
1399,2,15,2,0,1,1
1941,2,4,6,0,0,0
1626,2,18,1,4,2,1
1173,2,4,1,3,0,0
536,2,20,3,0,0,0
611,2,20,4,0,0,1
904,1,14,2,0,0,1
1280,1,1,3,0,0,0
56,2,14,2,0,3,0
1494,2,15,1,6,0,0
848,1,3,6,3,2,1
569,2,19,5,4,4,1
1912,1,20,1,1,2,1
1200,2,6,4,2,0,1
277,1,5,3,0,6,1
744,2,10,3,1,4,1
1738,2,18,4,0,2,0
248,2,17,4,6,3,0
13,1,1,3,0,0,0
34,2,7,1,0,4,0
897,1,17,6,2,3,0
132,1,13,5,6,2,1
151,2,4,4,0,1,1
1586,1,7,5,6,4,0
1021,1,10,5,0,6,0
669,1,5,6,0,2,0
243,2,12,3,0,3,0
1854,2,10,4,1,6,1
1773,1,3,6,4,2,1
428,1,2,1,3,0,0
1754,2,14,3,3,3,0
915,1,7,6,4,1,1
116,1,11,6,0,0,0
1749,2,14,1,2,3,0
15,1,18,6,4,0,0
1541,1,8,5,0,0,0
1918,1,11,2,4,0,0
1462,2,2,3,4,0,1
1979,2,17,6,6,2,0
631,2,14,5,1,6,0
563,1,2,2,4,0,0
898,2,17,1,0,0,0
1840,1,17,1,2,4,0
1855,2,6,4,1,0,0
399,1,16,1,0,0,0
1210,2,8,3,4,4,1
979,1,3,2,0,6,1
1598,1,19,1,1,0,1
317,1,16,5,2,1,1
490,1,6,6,2,2,0
939,1,5,4,3,0,0
1895,2,16,6,4,1,1
1812,2,2,5,4,0,1
470,1,14,1,1,3,0
1884,2,5,5,3,0,1
1428,1,7,1,3,2,1
1448,2,4,2,2,0,1
828,1,20,5,2,0,1
744,2,14,3,6,0,0
619,1,14,5,3,6,1
1149,2,9,4,0,0,0
1218,2,15,2,2,1,0
1605,2,20,5,2,0,1
861,2,5,4,2,0,1
544,1,1,6,1,6,0
961,1,16,5,6,6,0
151,2,5,6,1,6,0
426,2,13,4,6,4,0
1362,1,13,5,4,2,1
1960,1,12,2,2,1,0
311,2,8,6,3,0,0
1194,2,15,3,2,1,0
1133,1,9,1,2,1,1
1168,2,4,2,1,0,1
1782,1,12,5,4,2,1
474,2,16,2,3,3,0
1028,1,10,1,3,0,0
1209,1,11,5,6,2,1
1702,1,4,3,6,1,0
531,2,17,1,4,4,0
697,1,9,3,6,0,0
1954,2,16,5,1,3,0
1756,1,6,3,0,4,0
799,2,13,1,0,3,1
1951,1,16,3,2,3,0
1552,1,13,4,1,1,0
1010,1,20,5,0,3,0
1,2,16,3,0,0,1
1666,1,4,4,3,3,0
725,1,4,6,6,2,0
441,1,8,1,1,0,0
130,2,18,6,0,2,0
1981,2,20,1,0,4,1
280,1,10,6,6,1,0
164,1,2,3,3,4,0
21,1,13,2,2,0,0
280,1,9,1,3,0,0
196,1,13,4,4,4,0
1093,1,2,4,1,0,1
1399,1,16,2,2,0,0
1202,2,2,1,0,0,0
595,2,1,4,4,1,0
1067,1,15,3,2,1,0
490,1,5,4,0,0,0
460,2,9,1,0,0,1
628,2,14,2,0,4,0
746,1,20,3,6,0,0
1566,1,12,5,2,0,0
616,2,11,3,0,6,0
158,2,10,5,0,0,1
1545,1,17,2,4,1,0
149,1,13,2,3,0,0
1449,2,15,1,2,4,0
1579,2,6,2,1,0,0
1813,2,20,3,4,1,0
1689,2,19,1,0,0,0
1508,2,15,5,0,6,0
134,1,20,6,1,6,1
1847,2,9,5,6,0,0
1747,1,5,1,3,4,1
1908,1,11,3,4,6,0
1482,1,18,5,4,0,0
1884,1,16,5,0,3,0
388,1,12,3,3,4,0
1788,2,18,6,6,2,0
1637,2,11,5,4,0,0
1796,2,15,5,0,0,0
1641,2,8,1,2,2,0
17,1,19,5,2,1,0
24,2,12,4,6,6,0
1849,2,17,4,1,1,1
1507,1,5,5,4,1,1
450,2,1,1,1,3,0
1443,1,12,6,0,0,1
1121,2,1,4,0,0,0
965,1,14,4,0,1,0
1245,1,14,1,6,6,0
1397,2,14,3,1,0,0
199,2,7,4,1,3,0
963,2,9,5,6,6,0
1377,1,6,4,1,4,1
552,1,18,1,3,1,0
1086,2,16,6,1,1,1
1084,1,15,1,0,4,0
1091,1,13,3,3,3,1
1592,1,14,4,2,1,0
781,2,18,2,4,3,0
1057,1,17,6,4,0,1
144,2,5,3,2,4,0
1612,2,9,1,0,0,0
1300,2,18,5,2,1,0
417,1,7,2,0,1,0
1192,2,1,6,3,0,1
395,2,3,6,0,4,0
808,1,13,4,2,6,0
1940,2,3,6,3,4,0
998,2,20,6,4,2,0
585,1,17,4,0,1,0
609,2,18,1,3,3,1
236,1,1,3,6,0,0
494,2,3,5,0,6,0
523,1,2,1,3,0,0
590,1,9,4,1,0,0
1314,2,11,3,6,1,0
884,2,1,6,0,1,1
328,1,10,3,0,0,0
607,2,3,1,0,3,0
235,2,6,1,1,0,1
959,2,19,5,1,6,0
97,2,1,1,6,2,0
337,2,6,1,0,2,0
592,2,11,4,6,3,1
1180,2,8,2,1,2,0
637,1,7,6,6,3,0
945,2,2,2,3,0,0
1617,1,7,1,4,6,0
1538,1,17,5,3,1,0
686,2,19,3,3,0,0
533,1,14,5,6,0,0
1757,2,14,6,2,2,0
1294,1,5,2,4,0,1
409,2,10,6,3,4,0
1145,1,17,1,4,4,0
550,1,5,2,2,2,1
35,1,8,5,4,0,1
1248,1,2,1,1,6,0
1174,1,1,5,3,4,0
2000,2,19,6,0,3,1
436,1,20,5,1,0,0
1372,2,6,3,1,4,0
580,2,6,6,1,2,1
1128,2,14,4,1,6,1
1306,1,2,4,4,0,0
413,2,16,6,4,3,0
1865,1,8,4,1,0,1
1628,1,19,6,6,4,0
1964,1,19,3,2,2,0
1949,2,4,6,6,1,0
563,2,15,4,1,6,0
667,1,9,3,4,4,0
1454,1,2,4,4,1,0
621,1,11,2,0,6,0
397,1,10,5,6,1,0
1125,2,11,5,4,4,0
1397,1,1,5,3,3,0
646,1,15,5,0,4,0
382,2,16,6,2,0,0
35,2,16,5,3,0,0
1144,1,7,3,0,6,0
1951,2,15,2,2,1,0
984,2,15,1,6,4,0
1717,1,8,6,0,2,0
1770,2,12,3,3,6,0
638,1,9,2,0,3,0
584,2,18,5,0,0,0
1035,2,5,6,0,1,1
386,1,16,3,6,6,0
1380,1,19,5,1,0,0
1426,1,5,1,0,1,0
1877,1,14,3,6,6,0
1956,1,7,4,4,0,0
20,2,14,6,3,4,1
605,2,3,1,2,4,1
203,1,15,3,1,4,1
1931,2,20,1,0,3,0
625,1,8,1,0,0,0
970,1,15,1,6,4,0
706,1,3,2,0,2,0
1980,1,20,6,2,0,0
388,2,10,4,0,1,0
96,2,18,2,0,0,0
1241,1,16,1,6,6,0
1543,1,8,1,6,1,0
641,1,20,6,0,6,1
1020,1,7,1,0,6,0
1733,2,8,3,6,0,0
838,1,14,1,0,2,1
1664,2,9,2,3,6,0
1512,2,6,6,0,4,1
1835,1,6,1,0,6,0
557,2,19,5,3,0,0
1349,1,7,6,3,3,1
735,2,13,4,0,4,0
491,2,11,2,2,4,0
1217,1,20,1,0,1,0
1385,1,7,6,1,6,1
617,2,1,4,6,0,0
349,1,9,1,3,1,1
262,2,20,2,1,0,1
1594,1,14,5,2,2,0
148,1,14,3,2,0,0
1675,1,17,2,3,0,0
1933,2,6,3,1,0,0
1895,1,1,2,0,4,1
1924,1,4,5,0,0,0
1027,1,15,1,4,2,1
815,1,19,6,3,4,0
696,1,13,3,3,4,1
1879,2,9,5,6,2,1
144,1,1,6,6,6,0
1941,1,6,4,3,2,0
426,2,13,3,0,0,1
205,2,7,4,0,2,0
1621,2,13,2,0,0,1
285,1,16,5,3,6,0
542,1,19,4,0,3,1
221,2,4,4,4,6,0
1666,2,9,6,3,2,0
1279,2,15,6,4,0,0
1775,2,14,6,2,6,0
762,1,15,1,1,2,1
1579,1,12,4,1,0,0
1722,1,3,3,4,0,0
1312,1,5,1,0,3,1
870,1,7,2,6,4,0
1331,2,13,1,2,4,0
633,2,1,5,0,0,1
393,2,2,5,2,3,1
1211,1,13,6,1,2,0
794,2,18,3,4,6,1
462,1,7,3,0,0,0
266,1,16,6,0,3,1
244,1,7,6,3,0,0
323,2,20,6,6,0,0
569,2,15,4,2,6,0
1063,1,7,3,0,6,0
217,2,11,2,0,6,1
1906,1,14,4,0,4,1
788,1,1,4,4,0,0
1709,2,6,5,1,0,0
1118,1,8,5,0,0,0
207,1,1,2,3,1,0
912,1,4,5,0,2,0
1394,2,4,6,0,4,1
1623,2,3,4,0,1,0
1682,1,9,4,6,2,0
18,2,15,3,6,6,0
552,1,11,4,3,3,0
568,2,20,3,0,0,1
529,1,9,1,0,0,1
1794,1,1,6,6,3,0
775,2,12,4,1,6,0
1858,2,3,2,3,3,0
948,1,7,4,2,2,0
1999,2,18,5,6,2,0
1014,1,10,4,1,1,0
1243,2,16,5,1,6,0
1392,1,15,3,4,3,0
88,2,13,3,3,1,0
75,2,1,2,6,3,1
1826,1,12,6,4,4,0
861,2,17,5,2,3,0
1923,2,5,5,6,0,0
883,2,10,3,6,0,0
688,2,17,2,2,0,1
659,2,5,6,4,2,1
978,2,18,2,3,3,0
824,1,4,3,2,2,0
976,2,18,6,6,0,1
375,2,10,4,0,2,0
1081,1,14,4,2,4,0
409,2,2,2,2,0,0
1242,1,5,1,1,6,1
1227,1,2,1,1,4,0
1542,2,9,5,3,6,0
402,1,11,2,4,2,1
804,2,9,5,4,1,0
616,2,5,4,3,3,1
1093,1,13,3,2,2,0
465,1,6,5,6,0,1
1906,1,18,3,0,0,0
439,2,13,4,6,2,0
1191,1,5,2,6,3,0
1199,1,5,2,2,0,1
770,1,18,1,6,0,0
1498,1,17,6,1,3,0
944,2,15,6,3,4,0
1963,2,2,3,4,1,0
272,2,20,5,1,6,1
439,1,18,2,4,1,0
1901,2,9,1,0,0,0
819,1,9,5,4,6,0
1770,2,10,6,4,4,0
1268,1,8,4,4,6,0
243,2,15,3,0,2,0
1798,1,17,4,1,4,1
548,1,3,2,2,4,0
976,2,12,4,0,0,1
1331,2,5,1,1,6,0
1097,2,17,4,0,1,1
204,1,16,6,0,1,1
1902,2,11,5,4,2,0
1512,2,10,6,6,0,0
175,2,15,6,2,6,0
569,2,6,6,0,4,0
1355,1,7,4,2,1,0
1786,1,5,2,3,0,1
1626,1,5,6,0,2,0
1597,2,1,5,2,4,0
1871,2,2,6,1,3,0
1260,2,8,5,4,0,1
467,1,9,1,0,1,0
270,1,16,2,3,4,0
1596,2,2,3,0,0,1
1071,2,1,2,4,0,0
1255,2,9,6,2,2,1
673,2,1,1,3,0,0
1399,2,10,4,1,0,0
20,1,11,4,0,2,0
165,1,19,2,3,0,0
1111,1,14,1,6,0,1
753,2,9,1,3,0,0
789,2,7,6,0,0,1
1951,2,15,2,6,6,1
1507,2,14,6,6,1,1
1488,2,16,5,0,0,1
914,1,14,2,6,0,1
381,2,8,6,0,0,1
1962,2,18,5,1,0,0
704,1,16,2,0,4,0
1553,1,9,1,1,1,0
1760,1,6,2,1,1,0
1815,2,20,4,1,0,1
188,1,13,4,1,0,1
1361,1,11,4,6,2,0
151,1,12,4,2,3,0
1364,1,19,2,0,1,0
1481,1,19,1,0,4,1
646,1,14,1,2,1,0
518,1,9,2,0,0,0
412,2,1,5,2,2,1
1763,1,6,3,4,6,0
508,1,19,6,3,6,1
1634,1,11,1,4,6,0
946,2,10,6,6,6,0
324,1,6,6,2,0,0
1508,1,17,6,1,0,1
1043,1,7,1,6,2,0
254,2,1,4,2,0,0
1838,1,5,6,4,3,1
630,2,1,5,0,4,0
1350,1,9,4,1,6,0
711,1,11,2,3,3,0
694,1,8,4,4,3,0
6,1,2,6,6,2,1
1258,1,1,3,3,3,1
904,2,9,6,2,3,1
1609,1,2,6,0,0,0
1993,1,1,1,0,0,0
1508,2,13,6,0,1,0
1262,1,3,4,4,3,0
1827,2,16,3,0,0,0
1588,1,17,4,0,6,0
1021,1,15,2,4,2,0
1346,1,7,1,6,1,0
374,2,11,6,1,4,0
749,1,6,2,0,1,1
785,1,7,2,2,0,1
1731,2,20,5,0,0,0
502,1,7,3,2,1,0
272,1,11,4,6,2,0
1768,1,19,3,0,2,0
694,1,9,3,2,3,0
1431,1,6,5,1,6,1
789,1,20,3,6,6,0
366,1,7,6,2,6,0
214,1,19,4,2,4,0
1776,1,10,5,3,0,1
1671,1,5,3,1,2,1
1929,1,7,1,0,1,1
358,2,6,2,1,0,1
1185,2,14,4,0,3,0
388,1,5,3,4,0,0
77,1,6,6,1,6,0
889,1,18,6,6,0,0
1691,1,13,6,3,6,0
394,1,12,4,4,1,1
926,1,18,2,1,0,1
5,2,19,3,0,2,1
1829,1,2,3,6,0,0
1905,2,4,3,1,0,0
73,1,2,1,6,6,0
1027,1,8,1,0,4,1
950,2,18,1,0,3,0
539,2,7,2,2,1,0
147,2,12,5,0,0,0
1722,2,3,1,0,0,0
1285,1,4,2,1,0,0
1501,2,19,6,0,3,0
227,2,17,2,0,0,1
1221,2,13,5,2,0,0
1271,1,18,5,3,4,0
608,1,17,3,2,2,0
853,1,14,6,2,4,0
1695,1,11,2,3,3,0
1219,2,4,4,0,3,0
1502,2,3,4,1,1,0
1693,1,14,1,1,2,1
763,1,18,5,3,1,0
455,1,19,3,1,2,0
1453,2,8,4,2,1,0
1847,1,14,2,4,0,0
560,2,5,1,0,2,1
1042,2,14,4,4,3,0
233,1,17,4,4,1,0
1019,2,7,1,4,1,1
1569,2,19,5,2,0,0
95,2,10,4,6,6,1
1411,1,3,4,1,3,1
111,1,5,5,4,3,0
186,1,14,3,6,1,0
355,1,11,4,3,4,0
1690,2,12,1,1,0,1
404,2,9,6,0,1,0
1270,2,14,3,4,6,0
1033,2,14,4,1,4,0
266,1,2,6,3,6,0
1316,2,19,2,0,4,1
731,1,19,2,2,2,0
1409,1,20,3,2,1,0
1735,1,16,5,3,3,0
1931,1,1,1,0,0,0
749,2,15,5,3,4,0
931,1,2,2,0,6,0
1770,2,9,3,1,0,1
117,2,13,3,2,4,0
1031,1,5,5,6,1,0
90,1,16,5,3,1,0
1988,2,8,5,6,3,0
1591,1,18,4,1,4,0
1998,1,15,5,6,0,1
297,1,5,4,3,3,0
1541,2,19,5,1,4,0
542,1,8,6,0,4,1
352,1,18,6,1,3,1
273,1,13,4,4,1,1
134,1,17,5,6,0,0
697,1,8,2,2,2,0
1512,1,19,3,6,1,0
408,1,4,6,0,6,1
1062,2,13,1,0,2,0
367,1,5,3,6,3,0
623,1,4,5,6,6,0
604,2,19,4,0,4,1
685,1,15,1,4,0,0
351,2,3,6,0,6,0
22,1,4,5,3,0,0
1253,2,20,5,2,3,0
425,1,16,1,1,6,0
1632,1,15,3,1,3,1
152,2,14,6,1,2,0
1473,2,1,4,6,0,1
1042,1,7,4,1,1,1
966,2,6,4,2,1,0
1968,1,5,2,0,0,0
1081,2,3,2,0,2,1
1851,2,20,3,0,1,1
573,1,1,3,2,2,0
1041,2,20,2,3,0,1
1952,2,6,6,0,2,0
201,1,20,1,3,0,0
631,1,4,3,2,2,0
506,2,15,5,6,0,0
361,2,11,1,6,0,1
707,2,4,2,2,4,0
459,2,16,2,2,0,0
639,2,13,6,2,6,0
1588,1,6,5,2,2,0
1900,2,16,1,0,0,0
1098,2,4,6,6,2,1
1545,1,8,2,0,2,0
1394,1,11,1,1,1,0
475,1,12,4,2,0,0
759,1,2,1,6,2,1
1525,2,3,1,0,3,1
531,2,18,6,2,1,0
365,2,12,1,1,4,0
810,2,19,5,4,0,0
1315,2,8,1,2,0,0
1527,1,6,5,2,6,1
197,1,19,3,6,0,0
660,1,18,2,4,6,1
1081,2,4,3,3,0,0
1688,1,5,2,0,2,1
1010,1,18,2,0,2,0
1387,2,9,1,3,4,1
763,1,16,1,6,0,1
1850,1,14,4,6,0,0
1347,1,20,3,0,2,0
1967,1,5,1,4,0,1
381,2,7,1,3,6,1
448,1,2,1,6,3,1
663,1,19,6,0,4,0
1665,1,19,1,0,0,0
1204,1,14,6,1,3,0
190,1,11,5,0,1,0
128,1,7,2,0,1,0
1436,1,15,3,6,2,0
45,2,1,2,2,0,1
793,1,13,3,1,4,0
783,1,4,3,0,6,0
30,2,1,1,1,2,0
342,2,19,4,6,0,0
980,1,1,6,2,6,0
1954,1,16,3,4,4,0
1751,2,11,2,6,2,0
1327,2,8,5,0,0,1
859,1,7,1,4,6,1
1502,2,16,3,6,0,1
1911,2,16,2,0,0,0
1302,1,14,6,0,1,1
91,2,11,4,1,4,0
936,1,4,1,1,0,0
1557,2,17,3,0,0,0
1916,2,6,6,0,6,1
953,2,9,5,6,2,0
1259,1,15,5,1,6,0
960,1,13,3,0,1,0
1634,1,12,2,3,6,0
1978,1,20,1,6,0,1
1883,2,9,5,4,3,0
1813,1,9,3,1,2,0
1618,1,20,5,3,4,1
226,1,14,6,1,4,1
1276,1,12,4,6,0,0
526,2,13,3,0,2,1
1459,2,11,5,0,6,1
1372,1,18,4,0,1,0
229,2,19,2,2,3,1
554,1,8,1,1,3,0
528,2,6,5,6,1,0
1745,2,9,2,0,3,0
114,2,3,1,4,0,0
1319,1,8,4,4,2,0
1698,2,2,2,3,1,0
1538,1,1,2,3,0,1
369,1,2,2,3,0,0
684,2,16,4,2,1,0
682,1,3,6,6,0,1
1065,2,1,3,3,6,0
244,1,11,2,2,2,1
47,1,14,5,6,2,0
960,1,4,1,0,4,0
412,2,20,3,0,2,0
1097,1,2,4,4,3,0
1628,2,14,5,6,0,0
491,1,7,6,4,6,0
1224,1,2,4,2,6,0
1352,2,9,2,1,1,0
1547,2,18,5,0,2,1
100,2,19,2,4,0,0
920,1,2,1,0,3,0
580,2,11,1,1,1,0
115,1,4,6,1,4,0
994,1,15,5,1,2,0
669,1,14,6,6,0,1
1065,1,5,3,3,0,1
1780,1,6,1,6,2,0
1719,2,9,1,0,0,0
1190,1,13,2,6,4,0
47,2,6,3,3,4,0
582,2,13,6,3,4,1
497,2,18,3,0,0,0
216,2,16,2,1,6,0
1012,2,19,3,6,2,0
1400,1,8,2,6,2,1
438,1,19,6,3,4,0
506,1,10,6,4,2,0
1992,1,9,5,0,0,0
1615,2,7,2,2,6,0
332,2,15,2,2,1,1
1067,1,13,2,6,4,0
1835,2,4,5,0,0,1
1664,1,16,5,4,0,0
320,1,18,6,2,6,1
923,1,16,5,2,4,0
283,1,7,6,0,2,0
563,1,7,3,1,1,0
1187,1,8,3,6,4,1
103,2,6,4,0,2,0
1714,1,11,1,0,3,0
1371,1,19,5,1,4,0
426,1,4,2,0,2,1
554,2,18,4,4,4,1
1482,2,4,3,4,1,0
1348,1,18,1,3,4,0
94,1,13,6,0,6,1
1978,1,6,6,6,4,1
20,2,9,4,6,0,1
80,2,9,1,0,4,0
714,2,11,4,0,1,0
1606,2,3,4,2,6,0
1253,1,9,4,6,0,1
1966,1,10,3,0,6,1
116,1,8,1,4,6,1
1196,1,7,3,4,1,1
424,1,11,2,2,3,1
632,1,18,4,0,2,1
784,2,14,3,1,2,0
1218,1,1,4,1,6,1
1571,1,9,2,4,0,0
1285,2,2,1,2,0,0
945,1,10,5,0,4,0
1279,1,17,3,3,0,0
612,1,1,5,1,0,0
879,1,3,2,4,3,1
1893,1,1,2,0,0,0
1392,2,20,2,0,1,0
1432,2,13,5,1,3,0
1061,2,13,4,0,6,0
42,1,16,5,4,2,0
1191,2,11,3,4,4,1
771,2,7,2,3,0,0
1651,2,14,2,0,0,0
991,2,5,4,6,6,1
377,2,13,5,0,2,1
1616,1,3,5,0,1,1
1029,2,2,3,3,2,0
811,1,13,4,2,0,0
303,2,13,2,1,0,0
1015,1,11,1,2,2,0
1296,2,3,2,3,4,1
190,2,2,2,6,4,0
261,2,3,2,4,3,1
1573,1,15,1,0,1,1
1642,1,7,3,6,0,0
1922,2,17,1,2,3,1
1816,2,12,3,0,0,1
1712,1,7,4,6,3,0
1004,2,4,4,2,0,1
12,2,14,4,3,1,0
1549,2,1,1,3,6,0
1389,1,12,4,2,3,0
1232,2,12,6,0,6,0
300,2,16,6,0,3,0
1289,2,9,5,1,0,0
151,1,19,3,0,0,1
466,2,14,4,3,4,0
53,2,9,3,3,0,0
1464,2,14,5,0,4,1
135,2,20,4,4,3,0
710,2,3,3,1,2,1
1792,2,9,6,2,3,1
1940,1,3,5,3,3,0
839,1,5,1,0,4,1
1256,2,5,2,0,1,0
353,2,16,5,0,0,0
1475,2,17,6,3,6,1
1568,2,5,3,1,0,1
1969,2,13,4,1,0,0
363,1,12,1,3,1,0
695,2,8,3,2,6,0
181,1,3,5,3,2,0
248,1,4,4,2,3,0
1948,2,19,3,6,0,1
1502,1,10,5,0,0,0
1467,2,18,5,0,0,1
899,1,7,4,2,0,0
114,1,12,1,1,1,0
1445,2,9,5,2,3,0
1087,2,20,5,0,3,0
6,1,11,5,0,4,0
356,1,15,1,0,3,1
1319,1,17,3,3,3,0
577,2,19,3,0,6,1
722,1,10,6,0,6,1
581,2,15,5,6,6,1
1048,1,14,4,0,3,1
1324,1,17,5,2,1,1
1065,2,19,4,2,3,1
1970,2,6,2,6,4,0
845,1,1,2,1,1,0
517,2,15,4,3,2,1
1913,2,2,5,3,4,1
931,1,8,6,1,4,0
171,2,1,2,4,4,0
1858,1,4,1,1,4,0
1722,1,15,5,1,4,0
1469,2,2,3,4,6,0
1565,1,15,2,2,0,1
806,1,5,1,1,0,0
122,1,9,4,0,3,1
336,2,7,2,1,1,1
1832,2,18,1,0,0,1
485,2,7,3,4,1,0
1968,1,9,4,1,1,0
1476,2,2,6,6,6,0
1340,2,11,1,4,0,0
1585,2,7,5,4,3,0
1845,1,1,1,2,3,0
9,1,11,3,4,3,1
199,1,20,5,3,0,0
326,1,16,3,0,0,0
263,1,7,2,0,3,0
168,1,18,4,6,1,1
1778,2,8,6,1,2,1
1084,2,2,6,0,6,0
680,1,16,5,0,1,1
64,1,18,1,1,1,0
798,1,11,3,2,6,0
1290,2,16,6,6,3,1
99,2,19,4,4,0,0
1000,1,7,3,1,2,0
185,1,15,5,2,2,0
1988,1,16,5,4,1,1
789,2,14,5,0,2,0
30,2,14,5,0,4,1
208,1,1,6,4,1,0
1551,1,17,1,4,2,0
1644,1,11,3,0,0,1
950,2,14,5,2,0,0
1362,1,7,2,0,1,0
1629,2,10,1,0,0,0
1316,1,5,2,0,3,1
1320,2,13,3,4,6,1
1935,1,12,5,2,1,0
206,2,18,5,1,3,0
546,2,5,5,0,2,0
703,2,17,3,1,2,1
271,2,6,4,3,6,0
265,2,14,4,2,0,0
289,1,15,4,6,0,0
1415,1,12,2,0,0,0
105,2,9,3,3,6,0
673,1,13,3,3,2,1
810,1,1,5,1,0,0
1359,1,14,3,0,1,0
570,1,9,4,4,6,1
226,1,5,6,3,1,0
833,2,13,3,3,0,0
1389,1,5,1,0,6,1
1789,2,9,2,2,6,0
1080,1,9,6,3,6,1
1456,1,2,6,2,3,0
881,2,5,2,2,0,0
88,2,3,1,0,1,0
1239,2,9,3,6,2,0
230,1,2,2,3,0,0
117,2,7,1,3,4,1
1747,2,13,1,0,1,0
1534,1,17,5,0,6,0
1425,1,2,6,3,4,1
777,1,18,3,2,6,1
1692,2,18,2,4,0,0
1750,1,6,6,6,4,0
1378,1,19,1,0,6,0
1961,1,8,2,0,4,1
1778,2,2,5,3,1,0
1282,1,1,2,0,3,0
1361,2,8,5,3,1,0
1745,1,10,5,4,6,1
1519,1,5,6,6,0,0
1119,1,4,1,6,0,0
399,2,1,6,2,0,0
1687,2,5,2,0,6,0
495,2,16,5,3,0,0
599,1,5,3,3,3,1
1843,2,10,5,0,0,1
1775,1,6,5,2,6,1
212,1,15,5,6,3,0
143,1,6,1,6,6,1
865,1,10,5,6,4,1
1573,2,4,4,1,1,0
225,1,9,6,4,4,1
46,2,16,1,6,6,0
304,2,1,4,0,0,1
741,1,4,1,0,1,1
899,1,13,5,0,0,0
168,2,11,1,4,6,0
1162,1,4,1,0,3,0
1867,1,16,5,2,6,1
396,2,19,4,6,0,1
1751,2,13,2,3,4,0
1874,2,4,5,6,6,0
1818,1,14,5,0,3,1
676,1,15,2,2,6,1
937,1,12,5,1,4,0
1775,2,11,3,0,1,0
831,2,5,6,0,4,0
1052,1,13,2,0,0,1
1660,1,8,3,4,0,1
1510,1,5,4,0,3,0
101,2,19,4,4,4,0
882,1,17,1,2,4,0
291,2,15,3,6,4,1
276,2,15,5,0,1,0
568,2,2,1,4,3,0
1331,2,12,2,2,3,1
1747,2,9,5,4,4,0
381,2,3,3,6,2,0
910,2,13,4,0,0,1
77,1,6,2,0,1,1
1423,1,3,5,3,1,0
1283,1,18,3,0,6,0
1951,2,16,3,3,2,0
1152,1,4,6,2,3,0
1487,2,8,2,0,1,0
67,1,19,6,3,6,1
279,1,13,1,6,1,0
893,2,13,1,0,2,0
860,2,11,5,2,2,0
192,2,2,5,2,4,0
1415,2,12,4,2,0,1
476,2,9,2,1,0,1
1331,1,3,6,6,0,1
53,2,20,4,0,2,1
1165,1,17,3,2,2,0
1047,1,13,5,3,3,0
606,2,12,5,2,4,0
1953,2,12,6,6,6,0
405,2,16,3,1,2,1
379,2,12,6,3,1,0
